"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-05",,"2.02","5.3","54.7","67.9","41.5","18960"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-06",,"1.87","0.0","64.8","79.9","49.7","20694"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-07",,"1.50","0.0","74.9","89.9","60.0","23316"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-08",,"2.08","0.0","70.9","85.5","56.3","21834"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-09",,"1.94","2.2","57.5","70.8","44.2","16410"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-10",,"0.39","0.0","54.5","71.1","37.8","18486"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-11",,"1.14","2.6","46.0","56.8","35.3","9246"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1965-12",,"1.81","12.8","30.2","38.2","22.2","8286"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-01",,"0.41","5.9","30.6","39.9","21.3","11820"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-02",,"1.20","18.1","29.4","39.8","19.0","11712"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-03",,"1.22","17.4","41.6","55.7","27.5","18090"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-04",,"1.43","2.8","49.6","63.6","35.6","20754"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-05",,"0.51","0.0","62.6","78.7","46.6","23400"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-06",,"0.07","0.0","69.2","85.3","53.0","23100"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-07",,"0.33","0.0","80.1","96.0","64.2","24234"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-08",,"0.22","0.0","74.1","91.6","56.6","23178"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-09",,"0.83","0.0","67.5","82.1","52.9","18690"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-10",,"1.18","3.6","49.9","64.9","34.9","16554"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-11",,"0.75","3.2","43.1","54.2","32.1","9342"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1966-12",,"0.86","8.7","29.2","35.8","22.6","3900"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-01",,"2.05","30.4","29.4","37.5","21.3","4416"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-02",,"0.67","4.5","37.5","47.5","27.4","11586"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-03",,"1.94","11.8","44.2","55.8","32.6","15462"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-04",,"2.08","11.4","46.1","57.8","34.4","17184"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-05",,"2.15","1.0","56.3","69.5","43.0","18336"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-06",,"2.74","0.0","64.5","78.3","50.8","18594"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-07",,"1.15","0.0","78.3","94.7","62.0","22500"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-08",,"0.07","0.0","78.6","95.7","61.4","22860"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-09",,"0.73","0.0","66.7","81.9","51.4","17970"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-10",,"0.67","0.0","52.3","68.2","36.5","15606"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-11",,"0.66","4.2","42.9","56.0","29.9","9312"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1967-12",,"1.64","27.0","25.1","33.6","16.5","6924"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-01",,"0.46","6.8","24.5","35.5","13.5","10932"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-02",,"2.32","13.5","38.2","48.1","28.3","10356"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-03",,"2.21","8.4","44.7","56.9","32.4","17910"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-04",,"2.83","14.2","45.3","56.5","34.2","15186"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-05",,"2.19","0.0","56.4","70.6","42.2","18006"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-06",,"1.59","0.0","67.5","82.4","52.6","21294"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-07",,"0.09","0.0","78.3","94.4","62.1","24378"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-08",,"3.66","0.0","69.3","82.3","56.4","18534"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-09",,"0.56","0.0","61.4","76.6","46.1","19068"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-10",,"1.64","0.0","51.7","65.2","38.1","18222"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-11",,"1.32","8.7","38.5","48.1","28.9","8694"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1968-12",,"2.27","33.3","26.8","35.5","18.1","5334"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-01",,"1.70","13.7","32.2","40.3","24.1","5706"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-02",,"2.85","28.0","28.7","38.2","19.2","8946"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-03",,"0.57","5.4","38.4","48.7","28.1","18960"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-04",,"1.38","0.2","50.4","62.9","37.8","19194"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-05",,"0.18","0.0","64.0","79.3","48.7","25494"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-06",,"2.83","0.0","64.8","77.8","51.7","21204"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-07",,"1.51","0.0","76.6","92.0","61.2","25416"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-08",,"0.34","0.0","77.6","93.5","61.7","22926"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-09",,"0.19","0.0","69.7","85.0","54.4","19692"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-10",,"1.97","0.1","47.7","59.1","36.2","13170"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-11",,"0.92","5.6","39.4","50.3","28.6","12276"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1969-12",,"1.70","16.1","32.4","39.3","25.5","5880"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-01",,"1.24","2.8","34.6","42.5","26.7","6822"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-02",,"0.94","3.9","40.4","51.2","29.6","11370"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-03",,"1.01","5.2","40.5","51.3","29.8","15642"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-04",,"3.25","23.7","44.1","55.7","32.5","14976"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-05",,"0.90","0.0","58.8","72.4","45.2","19458"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-06",,"1.63","0.0","67.6","82.3","52.8","17772"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-07",,"0.86","0.0","76.6","91.4","61.7","20196"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-08",,"0.57","0.0","77.6","92.5","62.8","20370"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-09",,"2.80","0.0","59.0","72.9","45.1","19764"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-10",,"1.61","0.3","47.0","59.3","34.8","14340"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-11",,"2.28","0.7","42.5","51.4","33.7","6966"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1970-12",,"2.81","25.8","29.1","37.8","20.5","8898"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-01",,"1.06","13.6","32.4","40.7","24.1","7152"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-02",,"2.13","8.7","34.9","44.1","25.7","10494"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-03",,"1.01","8.9","40.4","51.4","29.4","15720"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-04",,"2.16","1.7","48.1","61.6","34.7","15432"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-05",,"1.34","1.4","56.6","69.7","43.4","18030"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-06",,"0.65","0.0","67.4","83.1","51.8","23526"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-07",,"0.94","0.0","76.4","92.5","60.2","25440"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-08",,"2.15","0.0","76.9","91.4","62.3","21342"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-09",,"1.75","4.0","59.8","74.3","45.2","19098"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-10",,"3.23","16.6","47.5","58.2","36.8","12036"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-11",,"1.04","5.4","37.5","46.5","28.6","9522"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1971-12",,"1.35","17.7","26.8","35.2","18.5","7206"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-01",,"1.22","10.4","29.8","38.9","20.6","9966"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-02",,"0.48","7.6","37.7","48.4","27.1","13248"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-03",,"1.18","1.4","46.9","60.0","33.7","17046"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-04",,"3.62","15.0","48.1","60.2","36.0","15054"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-05",,"0.14","0.0","60.5","75.5","45.4","21696"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-06",,"0.16","0.0","71.9","85.4","58.3","20766"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-07",,"0.06","0.0","77.1","93.3","61.0","24516"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-08",,"0.21","0.0","75.8","91.4","60.2","21726"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-09",,"1.36","0.0","63.9","77.2","50.6","17658"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-10",,"2.74","6.0","53.5","63.5","43.6","11496"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-11",,"1.35","1.1","39.4","46.8","32.0","4524"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1972-12",,"3.22","35.2","22.7","31.9","13.5","6216"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-01",,"1.50","21.0","19.6","29.1","10.0","7896"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-02",,"0.91","3.6","32.3","41.0","23.6","9456"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-03",,"2.67","17.7","41.8","50.1","33.4","11574"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-04",,"1.65","2.6","47.6","58.2","37.0","14418"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-05",,"1.74","0.0","61.6","75.2","48.0","21456"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-06",,"0.19","0.0","70.2","84.9","55.4","22380"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-07",,"1.07","0.0","76.6","91.6","61.6","22440"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-08",,"1.16","0.0","76.5","91.4","61.7","22110"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-09",,"4.07","0.0","61.6","74.1","49.0","17532"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-10",,"0.67","1.3","54.1","66.7","41.5","14610"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-11",,"2.52","19.5","40.5","49.7","31.2","8622"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1973-12",,"2.26","19.6","33.3","41.1","25.6","8838"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-01",,"1.80","20.2","26.7","35.4","18.0","6984"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-02",,"1.65","17.2","31.4","41.1","21.6","14550"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-03",,"0.97","6.7","45.2","55.7","34.7","14436"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-04",,"4.57","26.5","48.0","58.9","37.1","16494"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-05",,"0.39","0.0","58.8","73.2","44.4","22488"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-06",,"0.28","0.0","73.3","89.0","57.7","24534"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-07",,"0.18","0.0","79.2","93.3","65.1","24426"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-08",,"0.32","0.0","74.2","89.7","58.6","23268"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-09",,"0.03","0.0","66.5","82.2","50.8","20994"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-10",,"2.03","0.0","54.6","66.6","42.7","13896"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-11",,"0.90","0.0","43.4","53.5","33.2","12432"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1974-12",,"1.34","8.9","31.7","38.9","24.6","7590"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-01",,"1.28","12.5","27.4","36.2","18.6","11472"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-02",,"1.24","7.9","35.5","43.0","28.0","9240"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-03",,"3.45","22.8","41.1","49.4","32.8","13590"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-04",,"2.46","13.1","44.2","53.4","35.1","14382"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-05",,"2.58","7.5","54.3","65.9","42.7","18756"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-06",,"1.81","0.0","64.7","78.0","51.5","20388"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-07",,"0.28","0.0","78.8","93.0","64.7","23322"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-08",,"0.10","0.0","73.4","88.4","58.4","21588"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-09",,"0.08","0.0","65.3","80.8","49.9","20298"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-10",,"1.91","0.1","53.4","65.8","40.9","13278"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-11",,"1.72","18.0","37.3","46.7","27.9","9858"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1975-12",,"1.03","11.8","32.8","41.1","24.6","8886"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-01",,"0.64","8.6","27.9","36.0","19.7","9648"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-02",,"1.91","15.8","34.1","44.2","23.9","11184"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-03",,"1.90","18.7","38.1","48.9","27.3","15096"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-04",,"2.47","3.5","49.3","61.0","37.6","16932"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-05",,"0.99","0.0","62.1","75.5","48.8","20808"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-06",,"1.24","0.0","67.5","82.3","52.8","22482"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-07",,"1.55","0.0","78.7","94.0","63.4","22578"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-08",,"0.82","0.0","72.2","87.3","57.2","22908"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-09",,"0.17","0.0","66.4","80.9","51.9","18330"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-10",,"0.57","0.0","51.0","65.0","37.0","17586"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-11",,"0.03","0.0","41.8","55.3","28.3","13908"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1976-12",,"0.08","1.2","29.4","42.0","16.8","14844"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-01",,"0.76","8.6","26.8","35.6","18.0","12252"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-02",,"0.64","3.2","35.8","47.2","24.3","13776"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-03",,"3.10","42.0","37.7","47.7","27.6","13926"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-04",,"0.59","4.8","54.1","67.4","40.8","19974"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-05",,"4.76","0.6","55.0","65.6","44.5","15126"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-06",,"0.06","0.0","73.2","88.1","58.3","24468"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-07",,"0.61","0.0","77.3","91.7","62.9","22860"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-08",,"1.85","0.0","75.0","88.4","61.5","19590"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-09",,"1.85","0.0","66.4","80.4","52.4","18258"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-10",,"0.83","0.2","55.6","69.4","41.8","16200"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-11",,"1.21","8.5","42.5","53.4","31.5","8376"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1977-12",,"1.42","8.2","37.9","45.7","30.1","4710"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-01",,"2.33","15.6","36.3","42.5","30.1","6822"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-02",,"1.96","15.5","39.8","47.8","31.7","9480"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-03",,"3.48","6.2","48.0","57.7","38.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-04",,"2.91","2.5","50.2","60.9","39.5","14154"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-05",,"1.57","4.6","55.9","68.8","43.1","20298"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-06",,"0.06","0.0","69.1","84.2","54.1",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-07",,"0.06","0.0","78.0","94.6","61.3","24510"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-08",,"0.93","0.0","73.9","89.4","58.5","21048"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-09",,"2.51","1.0","64.0","77.5","50.4","17406"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-10",,"0.00","0.0","55.5","70.8","40.2","18018"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-11",,"1.73","17.4","41.0","50.1","31.9","7656"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1978-12",,"0.59","8.7","26.8","35.1","18.4","6522"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-01",,"0.73","13.9","22.0","29.8","14.3","6726"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-02",,"1.05","12.5","32.5","41.1","24.0","6228"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-03",,"0.81","3.6","43.2","53.4","33.0","13686"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-04",,"1.04","7.7","51.0","62.7","39.4","16272"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-05",,"0.85","0.0","60.2","74.1","46.2","19392"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-06",,"0.35","0.0","70.0","86.3","53.8","23628"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-07",,"0.40","0.0","78.9","94.3","63.4","24390"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-08",,"0.64","0.0","75.5","90.2","60.9","19872"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-09",,"0.05","0.0","71.4","87.5","55.3","20706"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1979-10",,"1.29","0.0","56.7","70.8","42.6","14628"
